,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
0,63,comics,1942.0,1,5.0,599.0,23,graphic novels
1,132,comics,3097.0,1,20.0,2000.0,30,graphic novels
2,6,crafts,211.0,0,5.0,500.0,30,diy
3,16,art,1368.0,0,18.0,17000.0,45,painting
4,44,art,2506.0,1,14.0,2500.0,60,performance art
5,4,crafts,33.0,0,19.0,1000.0,30,diy
6,173,comics,6371.0,1,13.0,4000.0,31,graphic novels
7,62,art,6012.0,1,10.0,5000.0,34,public art
8,1931,comics,119908.34,1,18.0,20000.0,32,webcomics
9,233,comics,7172.0,1,8.0,4250.0,30,comic books
10,8,art,305.0,0,17.0,9795.95,31,public art
11,41,art,3503.0,1,6.0,3000.0,30,painting
12,1,art,5.0,0,17.0,4000.0,88,performance art
13,35,comics,563.0,1,16.0,500.0,14,anthologies
14,747,comics,43036.0,1,19.0,7500.0,25,graphic novels
15,44,comics,11075.0,0,19.0,15000.0,30,webcomics
16,114,art,7785.0,1,23.0,6000.0,30,public art
17,1,crafts,1.0,0,21.0,6560.16,29,candles
18,2,art,50.0,0,27.0,5000.0,30,sculpture
19,21,art,1517.0,1,21.0,1500.0,22,public art
20,57,comics,925.04,1,25.0,398.7,14,comic books
21,188,art,15396.0,1,19.0,15000.0,30,performance art
22,40,art,1485.23,0,19.0,29373.11,30,public art
23,11,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",152.0,1,24.0,112.79,30,
24,2,art,2.0,0,8.0,1116.81,30,painting
25,22,art,500.0,1,25.0,500.0,27,public art
26,27,comics,765.0,1,21.0,750.0,28,graphic novels
27,33,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",370.0,1,7.0,40.76,30,
28,94,comics,4709.0,1,25.0,4500.0,60,comic books
29,71,comics,2079.0,1,23.0,2000.0,18,comic books
30,694,comics,25768.0,1,11.0,12000.0,30,graphic novels
31,111,comics,2370.0,1,8.0,2000.0,30,comic books
32,84,comics,2038.0,1,19.0,1200.0,30,comic books
33,137,comics,12255.0,1,23.0,10000.0,34,graphic novels
34,3,crafts,76.0,0,19.0,500.0,30,candles
35,4,art,550.0,0,18.0,20000.0,60,performance art
36,118,art,25253.0,1,23.0,25000.0,59,sculpture
37,1,crafts,1.0,0,25.0,14024.51,20,diy
38,330,comics,5994.0,1,11.0,4085.95,16,comic books
39,171,art,11287.0,1,19.0,10000.0,30,performance art
40,3,art,53.0,0,10.0,6300.0,30,public art
41,149,art,11761.11,1,22.0,8358.0,10,painting
42,276,art,35817.0,1,13.0,35000.0,38,textiles
43,112,comics,2950.0,1,16.0,2000.0,30,anthologies
44,1,art,8.0,0,15.0,6262.29,60,public art
45,26,art,2130.0,1,27.0,2000.0,90,sculpture
46,39,art,592.0,1,21.0,450.0,30,public art
47,5,art,129.0,0,19.0,460.0,31,performance art
48,26,art,1064.0,0,11.0,8313.74,45,sculpture
49,71,art,5842.0,1,19.0,5600.0,28,public art
50,216,art,5656.01,1,23.0,1000.0,30,sculpture
51,499,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",30698.0,1,9.0,25000.0,30,
52,15,art,472.0,1,26.0,350.0,30,painting
53,174,crafts,4226.0,1,23.0,5161.3,30,stationery
54,57,crafts,2014.0,1,21.0,1000.0,30,stationery
55,160,comics,3402.0,1,17.0,2536.65,30,webcomics
56,1,art,10.0,0,14.0,3870.79,31,sculpture
57,103,art,4213.0,1,20.0,4000.0,10,public art
58,1,crafts,5.0,0,11.0,1242.44,30,candles
59,127,comics,3548.0,1,11.0,500.0,30,comic books
60,20,art,541.0,1,22.0,500.0,10,performance art
61,18,art,1201.0,1,20.0,1200.0,30,public art
62,156,art,17739.0,1,19.0,15000.0,31,public art
63,3289,comics,299192.28,1,16.0,70000.0,30,anthologies
64,1,crafts,15.0,0,18.0,5500.0,30,candles
65,97,art,3055.0,1,21.0,2649.76,41,performance art
66,622,comics,20460.5,1,18.0,18391.04,30,graphic novels
67,267,art,52676.0,1,16.0,50000.0,30,public art
68,32,art,3896.0,1,26.0,3000.0,26,painting
69,11,art,580.0,0,21.0,8926.31,30,public art
70,23,comics,1203.29,0,23.0,3170.09,30,webcomics
71,381,comics,23315.0,1,18.0,20000.0,36,webcomics
72,109,comics,4075.0,1,21.0,2000.0,32,graphic novels
73,2,art,25.0,0,10.0,735.0,48,performance art
74,2,comics,26.0,0,22.0,405.38,34,webcomics
75,108,art,2321.0,1,19.0,1700.0,50,sculpture
76,13,comics,233.0,1,24.0,220.0,11,webcomics
77,53,art,4824.0,1,19.0,3800.0,31,sculpture
78,49,comics,4027.29,1,18.0,3018.29,30,comic books
79,91,art,4686.0,1,9.0,4200.0,30,painting
80,122,comics,2567.0,0,21.0,4500.0,30,anthologies
81,56,comics,1618.0,1,20.0,1200.0,30,comic books
82,2,art,2.0,0,9.0,13598.0,30,painting
83,43,art,4212.0,1,16.0,1000.0,60,painting
84,81,comics,2733.0,1,21.0,1000.0,30,comic books
85,25,art,1091.0,0,3.0,8757.24,60,public art
86,52,crafts,1879.0,0,19.0,7500.0,30,diy
87,0,crafts,0.0,0,7.0,4579.65,30,candles
88,251,art,25020.0,1,10.0,25000.0,30,performance art
89,266,comics,13261.0,1,10.0,5000.0,60,graphic novels
90,1,art,1.0,0,10.0,3000.0,48,video art
91,0,crafts,0.0,0,21.0,150982.25,30,diy
92,160,comics,5521.0,1,20.0,4574.46,31,graphic novels
93,86,art,10941.21,1,16.0,8000.0,90,painting
94,16,crafts,555.0,1,10.0,500.0,30,candles
95,98,art,9485.0,1,21.0,8000.0,30,public art
96,145,comics,4049.0,1,22.0,2000.0,30,comic books
97,46,art,3726.3,1,13.0,3500.0,40,textiles
98,35,comics,479.0,1,11.0,211.0,31,comic books
99,406,comics,35452.0,1,17.0,26315.3,30,comic books
100,13,art,504.0,1,16.0,551.36,13,public art
101,12,art,1505.0,1,20.0,1500.0,30,video art
102,75,comics,2172.5,1,20.0,1751.0,19,comic books
103,6,art,115.0,0,18.0,247.0,49,performance art
104,3,art,21.0,0,25.0,20000.0,59,performance art
105,0,art,0.0,0,23.0,2670.68,31,sculpture
106,339,comics,11863.0,1,22.0,3500.0,40,comic books
107,22,art,662.0,0,7.0,750.0,10,painting
108,15,comics,666.0,0,20.0,2000.0,30,anthologies
109,605,comics,24834.0,1,21.0,20000.0,29,anthologies
110,1,art,25.0,0,15.0,500.0,30,sculpture
111,140,art,3500.11,1,18.0,3500.0,15,performance art
112,234,comics,10192.0,1,14.0,10000.0,34,graphic novels
113,51,comics,1683.0,1,15.0,1000.0,60,graphic novels
114,84,art,3360.62,1,28.0,3000.0,45,performance art
115,0,crafts,0.0,0,5.0,500.0,30,diy
116,23,art,505.0,1,19.0,500.0,30,public art
117,29,crafts,5304.0,1,15.0,5000.0,30,woodworking
118,426,comics,19762.0,1,13.0,10000.0,30,graphic novels
119,92,art,3441.82,1,20.0,4278.48,40,textiles
120,28,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",3020.0,1,16.0,3000.0,30,
121,520,comics,33483.0,1,20.0,31529.0,40,graphic novels
122,167,comics,7712.0,1,12.0,3000.0,30,webcomics
123,14,art,715.0,0,26.0,2500.0,30,performance art
124,9,art,260.0,1,18.0,170.0,29,performance art
125,20,art,1344.0,0,18.0,15000.0,30,sculpture
126,142,comics,8132.0,1,21.0,8000.0,28,webcomics
127,4,art,71.0,0,29.0,640.0,30,public art
128,86,crafts,8410.0,1,16.0,6000.0,31,stationery
129,10,art,506.0,0,20.0,6000.0,30,painting
130,640,art,33179.0,1,8.0,10000.0,30,textiles
131,575,comics,26593.0,1,16.0,15000.0,26,webcomics
132,23,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",428.0,1,10.0,400.0,7,
133,2,art,160.0,0,23.0,4000.0,34,sculpture
134,62,comics,2136.0,0,19.0,6000.0,30,webcomics
135,187,comics,4160.0,1,22.0,3009.63,30,graphic novels
136,95,comics,5283.0,1,21.0,3500.0,22,graphic novels
137,11,art,725.0,1,18.0,600.0,45,performance art
138,0,art,0.0,0,20.0,2000.0,30,performance art
139,50,comics,1954.0,1,5.0,1410.86,30,graphic novels
140,1,art,10.0,0,24.0,80617.51,45,public art
141,2,art,31.0,0,18.0,6766.92,30,performance art
142,16,crafts,1544.0,1,20.0,250.0,7,woodworking
143,43,art,1238.0,1,20.0,500.0,21,painting
144,88,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",1837.0,1,7.0,550.0,30,
145,43,art,2701.0,1,11.0,1500.0,30,performance art
146,74,art,6416.0,1,22.0,3500.0,30,painting
147,51,comics,1218.0,1,12.0,1000.0,23,graphic novels
148,121,comics,3918.0,1,9.0,3000.0,30,comic books
149,1,art,1.0,0,21.0,25000.0,45,painting
150,0,art,0.0,0,16.0,500.0,45,performance art
151,2,art,2.0,0,22.0,8006.0,23,sculpture
152,29,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",440.0,1,19.0,446.28,30,
153,105,comics,2136.0,1,8.0,687.49,35,anthologies
154,7,art,442.0,0,25.0,25000.0,60,performance art
155,0,crafts,0.0,0,8.0,2000.0,30,diy
156,37,art,2051.35,1,27.0,1464.39,30,performance art
157,41,comics,1592.0,0,21.0,4000.0,33,webcomics
158,1674,comics,137325.0,1,9.0,10000.0,30,comic books
159,91,comics,2355.0,1,22.0,1500.0,30,comic books
160,60,comics,8110.0,1,14.0,6900.0,30,comic books
161,1,art,35.0,0,28.0,10000.0,7,sculpture
162,216,comics,86318.71,1,14.0,5695.75,29,comic books
163,20,comics,575.0,1,25.0,525.0,60,graphic novels
164,0,art,0.0,0,6.0,200.0,30,textiles
165,8,art,250.0,1,23.0,250.0,30,performance art
166,23,art,1005.0,1,21.0,999.0,21,public art
167,38,art,3668.0,1,18.0,3550.0,30,performance art
168,102,crafts,1371.32,1,12.0,775.35,30,diy
169,25,art,6511.0,1,23.0,6500.0,30,performance art
170,122,comics,5262.0,1,12.0,4250.0,25,graphic novels
171,19,comics,386.0,1,23.0,300.0,60,graphic novels
172,10,comics,100.0,1,28.0,100.0,15,comic books
173,15,crafts,116.0,1,21.0,100.0,30,candles
174,201,art,5950.0,1,24.0,5000.0,26,public art
175,2,comics,20.0,0,20.0,100.0,30,webcomics
176,0,art,0.0,0,22.0,28065.45,30,public art
177,8,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",800.0,1,6.0,604.44,26,
178,46,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",1201.0,1,22.0,250.0,12,
179,6,comics,248.0,0,15.0,3300.0,30,webcomics
180,163,art,10617.0,1,20.0,10000.0,32,public art
181,30,art,18273.71,0,14.0,7894.25,21,sculpture
182,4,crafts,117.0,0,23.0,5000.0,34,candles
183,142,crafts,29194.0,1,24.0,25000.0,30,glass
184,1536,comics,62549.0,1,10.0,32000.0,30,anthologies
185,239,comics,10455.38,1,22.0,7500.0,36,comic books
186,39,crafts,2070.0,1,18.0,2435.07,30,printing
187,57,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",3250.0,1,17.0,3000.0,45,
188,27,art,408.0,1,16.0,435.1,14,performance art
189,63,comics,2442.0,1,23.0,1942.59,21,webcomics
190,88,comics,5721.0,1,15.0,5500.0,30,graphic novels
191,257,comics,8449.0,1,15.0,7800.0,30,comic books
192,295,comics,11319.0,1,23.0,5000.0,31,comic books
193,23,art,451.0,1,17.0,350.0,50,performance art
194,13,art,1475.0,0,24.0,10677.6,45,public art
195,726,comics,16969.33,1,24.0,4800.0,45,graphic novels
196,305,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",67385.71,1,6.0,7957.46,35,
197,60,art,1114.0,1,24.0,550.0,30,public art
198,1,art,1.0,0,23.0,4455.42,30,sculpture
199,65,art,6290.0,1,13.0,6000.0,20,performance art
200,10,art,505.0,0,20.0,1500.0,21,performance art
201,8,art,811.0,1,20.0,675.0,30,public art
202,113,comics,4433.0,1,23.0,2000.0,27,graphic novels
203,1054,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",32821.0,1,15.0,6500.0,30,
204,20,crafts,740.0,0,23.0,7040.0,30,diy
205,2,crafts,6.0,0,24.0,500000.0,60,diy
206,126,comics,3055.0,1,21.0,2160.0,19,comic books
207,54,art,5021.26,1,23.0,4362.07,30,public art
208,867,comics,28186.0,1,20.0,15000.0,30,comic books
209,0,art,0.0,0,23.0,5000.0,60,sculpture
210,8,art,306.0,0,23.0,700.0,30,public art
211,38,art,971.0,1,14.0,250.0,22,sculpture
212,78,crafts,5741.29,1,17.0,755.74,51,stationery
213,19,art,1230.0,1,21.0,800.0,9,public art
214,23,comics,747.29,1,11.0,79.24,27,comic books
215,5,art,49.0,0,15.0,10000.0,61,performance art
216,4,art,1318.8,0,18.0,5581.44,60,social practice
217,29,art,1349.0,1,10.0,300.0,14,social practice
218,1,crafts,10.0,0,16.0,1276.61,20,crochet
219,9,art,1726.0,1,22.0,1000.0,21,sculpture
220,6,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",203.0,1,10.0,200.0,30,
221,4,comics,130.0,0,19.0,3000.0,30,webcomics
222,84,art,3561.0,1,11.0,2500.0,40,public art
223,4,art,101.0,0,20.0,1000.0,30,video art
224,112,comics,2576.0,1,14.0,450.0,30,webcomics
225,166,comics,13147.0,1,22.0,2500.0,28,anthologies
226,17,comics,605.0,1,7.0,600.0,60,anthologies
227,0,crafts,0.0,0,7.0,25000.0,60,diy
228,0,crafts,0.0,0,20.0,1986.24,41,candles
229,199,comics,20731.33,1,22.0,15000.0,35,graphic novels
230,32,comics,1000.0,1,26.0,1383.05,37,comic books
231,166,art,8345.0,1,14.0,6000.0,30,painting
232,388,comics,23105.0,1,23.0,22000.0,30,graphic novels
233,87,comics,2550.0,1,22.0,2000.0,32,comic books
234,108,comics,8543.0,0,23.0,13000.0,30,webcomics
235,69,comics,1966.0,1,17.0,1000.0,31,comic books
236,666,comics,27726.0,1,14.0,3000.0,30,graphic novels
237,34,comics,2041.0,1,24.0,2000.0,31,comic books
238,17,art,904.29,1,13.0,376.94,30,painting
239,3,art,15.0,0,10.0,1000.0,27,painting
240,1252,comics,70851.44,1,12.0,24000.0,30,webcomics
241,25,comics,561.0,1,17.0,406.85,20,anthologies
242,881,comics,65537.5,1,23.0,10000.0,30,comic books
243,523,comics,16008.29,1,25.0,5318.39,30,webcomics
244,4,art,150.0,0,9.0,500.0,15,public art
245,1,comics,1.0,0,17.0,11358.92,30,events
246,10,art,1435.0,1,21.0,1021.18,30,public art
247,101,comics,2334.0,1,13.0,1700.0,27,comic books
248,87,comics,2250.0,1,20.0,2000.0,55,comic books
249,106,art,3193.01,1,11.0,2460.0,45,public art
250,3,crafts,31.0,0,21.0,5000.0,30,diy
251,73,art,2640.0,1,17.0,2225.0,30,performance art
252,33,art,2000.0,1,19.0,1500.0,30,public art
253,58,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",1697.0,1,8.0,1767.18,31,
254,37,art,2254.0,1,12.0,1590.0,31,painting
255,213,comics,8015.0,1,18.0,2000.0,31,comic books
256,97,comics,2029.0,1,19.0,250.0,30,webcomics
257,0,art,0.0,0,11.0,1000.0,30,performance art
258,41,comics,818.0,1,8.0,500.0,15,webcomics
259,64,comics,3265.0,1,15.0,1085.07,16,graphic novels
260,365,comics,22060.0,1,9.0,19000.0,30,comic books
261,10,art,4480.0,0,18.0,967.71,32,textiles
262,27,art,8100.0,1,20.0,8000.0,30,public art
263,101,comics,1405.0,1,6.0,1121.76,18,comic books
264,180,comics,3770.0,1,24.0,2500.0,22,comic books
265,2,art,2.32,0,20.0,163.56,7,painting
266,92,comics,5065.0,1,22.0,5000.0,22,graphic novels
267,2012,comics,71577.98,1,13.0,5500.0,32,graphic novels
268,130,comics,3871.0,1,23.0,3000.0,15,comic books
269,3,art,400.0,0,21.0,7000.0,40,sculpture
270,129,comics,2613.0,1,14.0,1147.07,60,graphic novels
271,11,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",140.0,1,19.0,100.0,30,
272,895,comics,45495.0,1,10.0,3500.0,31,comic books
273,16,art,827.0,0,22.0,2034.57,60,public art
274,3,comics,35.0,0,24.0,120.0,3,webcomics
275,62,art,4440.0,1,20.0,4000.0,21,public art
276,0,art,0.0,0,21.0,400.0,28,performance art
277,132,comics,3595.0,1,10.0,3000.0,30,comic books
278,22,comics,510.0,1,18.0,500.0,45,comic books
279,66,art,4397.0,1,25.0,4000.0,30,performance art
280,163,comics,5302.0,1,10.0,1500.0,30,graphic novels
281,10,art,482.0,0,18.0,4000.0,60,performance art
282,112,comics,13220.0,1,19.0,5000.0,30,graphic novels
283,59,comics,4157.0,1,22.0,2000.0,31,graphic novels
284,7,art,265.0,0,23.0,1000.0,30,sculpture
285,299,art,61142.0,1,26.0,12400.0,30,painting
286,0,crafts,0.0,0,14.0,5000.0,45,diy
287,31,art,2542.0,1,21.0,2500.0,30,sculpture
288,259,art,20578.0,1,20.0,20000.0,30,sculpture
289,129,comics,7782.0,1,11.0,5000.0,30,anthologies
290,123,comics,3676.0,1,13.0,2000.0,33,comic books
291,190,comics,9523.0,1,22.0,7000.0,30,graphic novels
292,1464,comics,55741.0,1,22.0,10000.0,30,graphic novels
293,0,art,0.0,0,21.0,6759.67,30,sculpture
294,1689,comics,70054.0,1,19.0,10000.0,23,graphic novels
295,15,art,855.0,1,18.0,800.0,44,painting
296,101,art,4465.0,1,11.0,800.0,15,painting
297,30,art,3150.0,0,23.0,15000.0,34,sculpture
298,9,crafts,162.0,0,19.0,982.63,30,candles
299,162,comics,5371.0,1,14.0,1000.0,30,comic books
300,192,comics,16279.01,1,20.0,14000.0,29,webcomics
301,53,art,3003.0,1,11.0,2500.0,21,public art
302,142,comics,4734.0,1,13.0,2000.0,27,anthologies
303,290,comics,22153.0,1,15.0,21000.0,31,graphic novels
304,202,comics,7348.0,1,21.0,5000.0,25,comic books
305,11,crafts,144.0,0,18.0,1650.0,30,diy
306,38,crafts,2025.0,1,7.0,2000.0,16,knitting
307,48,art,1475.01,1,16.0,1200.0,13,public art
308,3,art,101.0,0,24.0,1951.75,30,painting
309,7,comics,106.0,1,17.0,100.0,21,events
310,0,art,0.0,0,7.0,500.0,33,textiles
311,133,comics,5860.0,1,19.0,3785.92,30,anthologies
312,88,comics,3400.0,1,20.0,3000.0,30,anthologies
313,24,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",1348.29,1,7.0,747.98,30,
314,94,comics,5655.0,1,23.0,1500.0,22,graphic novels
315,56,art,5051.0,1,18.0,5000.0,45,public art
316,95,comics,2628.0,1,15.0,1000.0,31,comic books
317,243,comics,1226.0,1,23.0,500.0,30,anthologies
318,36,art,1633.0,1,21.0,1500.0,20,public art
319,4,art,35.0,0,26.0,800.0,90,performance art
320,95,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",3288.0,1,12.0,950.0,30,
321,95,art,13594.0,1,14.0,6000.0,30,painting
322,76,comics,2556.0,1,7.0,2300.0,60,comic books
323,365,comics,22575.0,1,24.0,4626.98,21,comic books
324,43,art,2985.0,1,18.0,2500.0,34,public art
325,81,comics,2577.0,1,7.0,1525.78,30,graphic novels
326,4,art,37.0,0,20.0,2500.0,30,sculpture
327,40,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",724.0,1,5.0,407.08,20,
328,163,crafts,211136.0,1,22.0,5083.97,45,pottery
329,29,comics,287.0,1,7.0,311.38,25,anthologies
330,35,comics,848.0,0,21.0,5000.0,30,anthologies
331,140,comics,2367.0,1,23.0,1943.92,42,comic books
332,72,comics,3323.0,1,19.0,1250.0,45,comic books
333,892,comics,46789.5,1,22.0,30000.0,30,graphic novels
334,57,comics,1021.0,1,11.0,600.0,30,anthologies
335,464,comics,24240.0,1,21.0,12000.0,24,graphic novels
336,765,art,28469.0,1,27.0,16629.27,32,painting
337,1,crafts,12.0,0,21.0,1243.23,29,diy
338,27,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",93112.0,1,17.0,9992.99,30,
339,18,comics,177.0,1,8.0,127.14,39,comic books
340,15,crafts,440.0,0,24.0,9000.0,60,candles
341,1,comics,1.0,0,8.0,10000.0,30,webcomics
342,1,art,10.0,0,10.0,10000.0,45,sculpture
343,191,art,8497.0,1,23.0,8000.0,27,public art
344,137,art,12185.0,1,18.0,11000.0,35,performance art
345,85,comics,1595.0,1,23.0,500.0,30,comic books
346,81,comics,2623.0,1,21.0,2500.0,29,anthologies
347,19,art,4004.0,1,22.0,4000.0,30,painting
348,38,art,2600.0,1,15.0,2000.0,30,public art
349,18,comics,1165.0,1,24.0,1100.0,36,graphic novels
350,216,comics,6393.0,1,23.0,4500.0,30,anthologies
351,40,comics,1642.0,1,8.0,300.0,30,comic books
352,72,art,3044.0,1,10.0,2000.0,28,performance art
353,2,art,45.0,0,18.0,1000.0,60,performance art
354,41,comics,63093.8,1,6.0,2699.27,50,graphic novels
355,937,crafts,34532.0,1,17.0,24000.0,25,candles
356,231,comics,13434.0,1,12.0,10000.0,17,webcomics
357,20,art,1588.0,0,7.0,3000.0,50,performance art
358,2,art,14.32,0,22.0,2889.76,34,video art
359,127,art,20025.0,1,17.0,20000.0,30,performance art
360,14,art,1250.0,1,17.0,1250.0,30,painting
361,297,comics,10482.0,1,24.0,12820.02,32,graphic novels
362,241,comics,12411.0,1,16.0,3000.0,29,graphic novels
363,68,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",2070.0,1,25.0,2000.0,30,
364,0,art,0.0,0,21.0,1000.0,42,public art
365,1,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",120.0,1,20.0,120.0,30,
366,144,comics,3752.01,1,22.0,3250.0,30,graphic novels
367,2,crafts,21.0,0,8.0,20000.0,17,candles
368,73,art,2846.0,1,11.0,2500.0,14,public art
369,65,art,6747.0,1,24.0,6000.0,30,painting
370,2,art,18.0,0,21.0,278.6,20,painting
371,0,art,0.0,0,15.0,12000.0,30,performance art
372,93,crafts,13281.0,1,25.0,13363.03,30,woodworking
373,163,comics,154428.8,1,18.0,7575.76,60,graphic novels
374,10,art,239.62,1,15.0,150.0,8,painting
375,33,comics,1865.0,1,14.0,1800.0,30,webcomics
376,163,art,10657.0,1,18.0,10000.0,30,public art
377,36,art,11570.0,1,22.0,11500.0,32,sculpture
378,198,crafts,6400.0,1,11.0,4000.0,20,diy
379,48,comics,6374.0,1,17.0,5000.0,30,graphic novels
380,27,art,4262.0,1,23.0,4000.0,45,sculpture
381,93,comics,3104.0,1,26.0,500.0,30,graphic novels
382,2,art,30.0,0,20.0,33285.0,28,performance art
383,2,art,21.0,0,24.0,15555.0,36,performance art
384,823,comics,29735.0,1,19.0,39285.91,23,anthologies
385,5,art,380.0,0,18.0,6850.0,30,sculpture
386,22,comics,1173.0,0,23.0,2500.0,30,webcomics
387,78,comics,4704.32,1,16.0,2742.3,38,graphic novels
388,0,art,0.0,0,20.0,2000.0,14,performance art
389,3,crafts,30.0,0,26.0,7795.51,30,crochet
390,863,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",32645.0,1,5.0,15000.0,30,
391,30,"comics"",""position"":2,""color"":16776056,""urls"":{""web"":{""discover"":""http:",747.0,1,24.0,200.0,21,
392,15,art,1642.29,1,3.0,760.0,14,textiles
393,0,comics,0.0,0,12.0,1200.0,24,events
394,40,"crafts"",""position"":3,""color"":16744876,""urls"":{""web"":{""discover"":""http:",636.0,1,19.0,375.0,7,
395,43,art,2637.0,1,23.0,2000.0,45,mixed media
396,50,art,1660.0,1,23.0,1000.0,23,conceptual art
397,9,art,248.0,1,24.0,227.66,60,digital art
398,10,art,600.0,1,26.0,667.85,60,conceptual art
399,149,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",5538.0,1,10.0,1200.0,30,
400,149,art,6666.0,1,17.0,900.0,27,mixed media
401,1,art,1.0,0,25.0,13318.93,60,conceptual art
402,9,art,215.0,0,20.0,8700.0,30,painting
403,129,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",36367.17,1,21.0,258.68,31,
404,4,art,110.0,0,10.0,262.71,14,painting
405,24,art,1171.0,1,19.0,1050.0,38,conceptual art
406,32,art,650.0,1,17.0,1061.27,30,installations
407,14,art,331.0,1,12.0,45.0,30,digital art
408,96,art,4019.0,1,17.0,4000.0,30,installations
409,261,art,11280.0,1,9.0,253.5,20,illustration
410,6,art,326.0,0,24.0,2500.0,60,painting
411,13,art,316.0,1,19.0,300.0,30,mixed media
412,97,art,13045.43,0,24.0,30000.0,60,mixed media
413,58,art,5116.66,1,17.0,5869.08,30,illustration
414,41,art,1685.0,1,17.0,1500.0,10,conceptual art
415,0,art,0.0,0,22.0,11410.51,30,installations
416,7,art,208.0,0,24.0,2000.0,40,mixed media
417,6,art,117.0,0,8.0,250.0,30,mixed media
418,95,art,5471.0,1,15.0,5000.0,30,mixed media
419,26,art,850.0,1,18.0,800.0,15,installations
420,204,art,9073.0,1,11.0,1000.0,25,illustration
421,3,art,46.0,0,17.0,1000.0,30,mixed media
422,78,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",1913.0,1,18.0,487.43,30,
423,6,art,305.0,0,17.0,3500.0,30,mixed media
424,3,art,11.0,0,25.0,84.28,30,digital art
425,3,art,51.0,0,22.0,1788.25,60,conceptual art
426,55,art,4800.11,1,20.0,4500.0,32,mixed media
427,40,art,10009.0,1,18.0,10000.0,29,mixed media
428,34,art,4090.0,1,18.0,4000.0,15,installations
429,369,art,34337.0,1,19.0,20000.0,30,mixed media
430,3,art,10.0,0,12.0,450.0,45,digital art
431,94,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",8298.29,1,11.0,319.78,23,
432,8,art,162.0,0,27.0,6800.0,40,ceramics
433,12,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",310.0,1,12.0,307.42,30,
434,60,art,1383.29,1,23.0,101.99,32,illustration
435,28,art,2505.0,1,20.0,2500.0,25,installations
436,7,art,701.32,1,16.0,442.37,60,illustration
437,7,art,127.0,1,16.0,125.74,60,digital art
438,25,art,1620.0,0,17.0,5000.0,30,conceptual art
439,1,art,5.0,0,21.0,750.0,30,digital art
440,40,art,3250.0,1,23.0,2314.75,37,mixed media
441,28,art,14480.0,1,21.0,531.6,30,installations
442,0,art,0.0,0,20.0,4500.0,30,painting
443,161,art,7246.0,1,11.0,3000.0,20,illustration
444,5,art,580.0,0,16.0,1304.34,30,mixed media
445,2,art,21.0,0,5.0,1500.0,30,mixed media
446,296,art,46103.0,1,20.0,43700.0,31,mixed media
447,14,art,708.22,0,13.0,5000.0,45,conceptual art
448,7,art,147.0,0,5.0,3500.0,30,ceramics
449,98,art,1692.0,1,9.0,100.0,8,illustration
450,48,art,8663.0,1,16.0,6500.0,31,illustration
451,154,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",52704.0,1,6.0,644.9,14,
452,74,art,2903.22,1,21.0,2850.0,31,conceptual art
453,64,art,1792.0,1,16.0,350.0,27,digital art
454,127,"art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http:",7815.0,1,9.0,500.0,30,
455,32,art,755.0,1,20.0,767.49,30,mixed media
456,1,art,1.0,0,5.0,4747.11,30,digital art
457,115,art,5054.0,1,5.0,600.0,10,mixed media
