,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
2416,27,theater,5663.0,1,2.0,5500.0,30,musical
2417,587,theater,27521.0,1,23.0,25000.0,30,immersive
2418,14,technology,5555.0,0,10.0,10000.0,30,software
2419,35,technology,11700.0,1,19.0,10000.0,30,gadgets
2420,0,technology,0.0,0,24.0,551103.26,30,software
2421,22,technology,2960.0,0,23.0,9999.0,30,wearables
2422,1432,technology,337310.0,1,12.0,24500.0,45,hardware
2423,4,technology,360.32,0,8.0,2021.79,30,diy electronics
2424,9,theater,2411.32,1,11.0,1663.91,20,plays
2425,6,technology,851.0,0,21.0,25000.0,45,software
2426,42,theater,2734.0,1,22.0,2200.0,30,experimental
2427,3,technology,320.0,0,16.0,55438.52,7,software
2428,54,theater,1907.0,1,13.0,1800.0,30,musical
2429,74,theater,10291.29,1,18.0,7444.66,30,comedy
2430,648,technology,124097.0,1,11.0,50000.0,45,gadgets
2431,273,technology,190450.7,1,18.0,50000.0,31,wearables
2432,0,theater,0.0,0,22.0,5000.0,60,musical
2433,85,technology,88474.0,1,18.0,85000.0,37,sound
2434,2,technology,2.0,0,15.0,3000.0,25,web
2435,35,theater,4000.22,1,21.0,3800.0,35,plays
2436,9,theater,205.0,0,19.0,14847.04,30,festivals
2437,61,theater,87800.0,1,25.0,4824.91,60,festivals
2438,273,technology,23026.31,1,20.0,20000.0,30,wearables
2439,230,technology,6746.0,1,21.0,3322.17,30,software
2440,1,theater,20.0,0,24.0,550.0,44,experimental
2441,39,theater,2201.0,1,22.0,2715.75,26,plays
2442,661,technology,38076.0,1,16.0,32000.0,30,hardware
2443,46,technology,12290.0,0,22.0,20000.0,30,hardware
2444,0,technology,0.0,0,7.0,167345.34,30,web
2445,16,technology,776.0,0,20.0,29775.87,30,hardware
2446,12,technology,606.0,0,20.0,10000.0,29,gadgets
2447,2092,technology,269076.0,1,19.0,10000.0,45,gadgets
2448,44,theater,3280.0,1,13.0,3000.0,18,plays
2449,19,technology,975.0,0,22.0,3747.18,30,wearables
2450,136,theater,5526.0,1,16.0,5000.0,30,plays
2451,1,technology,1.0,0,7.0,2376.26,30,software
2452,13,technology,506.0,1,24.0,340.12,22,gadgets
2453,174,technology,12925.2,0,9.0,50000.0,45,wearables
2454,95,theater,9170.0,1,15.0,8300.0,30,spaces
2455,37,theater,2857.0,1,22.0,2600.0,15,plays
2456,4148,technology,303292.58,1,16.0,200000.0,31,gadgets
2457,29,theater,2523.0,1,22.0,2500.0,18,plays
2458,2,technology,101.0,0,17.0,14000.0,15,gadgets
2459,2,technology,90.0,0,15.0,28529.04,30,software
2460,3461,technology,580753.0,1,13.0,10000.0,30,sound
2461,0,technology,0.0,0,14.0,50000.0,30,web
2462,16,theater,644.0,1,21.0,717.23,30,musical
2463,45,technology,7505.0,0,19.0,16187.08,30,sound
2464,18,technology,773.0,0,19.0,15000.0,30,wearables
2465,529,technology,15361.0,1,23.0,8000.0,49,wearables
2466,55,theater,2804.0,1,9.0,2000.0,31,plays
2467,428,technology,204594.0,1,19.0,50000.0,30,hardware
2468,158,technology,351327.0,1,17.0,40085.13,45,hardware
2469,68,theater,1262.73,1,21.0,1480.24,30,festivals
2470,20,theater,2145.0,1,22.0,2000.0,17,plays
2471,21,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",600.0,1,15.0,666.84,30,
2472,274,technology,7976.0,1,11.0,500.0,30,diy electronics
2473,28,technology,1898.2,0,7.0,9000.0,30,software
2474,74,technology,71935.0,1,20.0,70000.0,45,robots
2475,18,theater,2502.0,1,19.0,2500.0,30,festivals
2476,77,theater,3295.0,1,17.0,2287.54,20,musical
2477,22,theater,600.0,1,17.0,300.0,30,plays
2478,59,technology,686.5,1,21.0,924.08,34,software
2479,15,technology,3063.71,1,8.0,207.65,30,software
2480,132,theater,2600.0,1,19.0,3689.73,21,plays
2481,64,theater,4215.0,1,18.0,3500.0,32,spaces
2482,61,theater,3187.0,1,13.0,2750.0,30,experimental
2483,14,technology,2000.0,1,13.0,2000.0,30,robots
2484,1,theater,25.0,0,26.0,26000.0,60,plays
2485,48,technology,13460.0,1,20.0,12700.0,40,sound
2486,24,theater,560.0,1,19.0,450.0,16,festivals
2487,3,technology,3.0,0,13.0,19000.0,40,software
2488,43,technology,8037.0,1,5.0,3000.0,20,sound
2489,60,theater,15110.0,1,9.0,15000.0,60,festivals
2490,13,theater,516.0,1,24.0,530.68,41,plays
2491,0,technology,0.0,0,24.0,30000.0,30,web
2492,21,theater,570.0,1,12.0,500.0,26,plays
2493,241,theater,10067.5,1,16.0,3000.0,31,plays
2494,388,technology,9614.0,1,17.0,1642.25,30,hardware
2495,8,theater,148.0,0,15.0,3000.0,60,festivals
2496,117,theater,20146.5,1,23.0,20000.0,51,musical
2497,7,theater,411.0,0,24.0,10000.0,30,festivals
2498,2,technology,61.0,0,21.0,5291.15,30,software
2499,1,theater,100.0,0,23.0,30000.0,60,musical
2500,644,technology,54369.77,0,26.0,950000.0,30,robots
2501,3,technology,39.0,0,5.0,771.04,35,hardware
2502,3,theater,68.8,0,16.0,24421.8,30,spaces
2503,0,technology,0.0,0,22.0,596.8,30,web
2504,2,technology,13.0,0,6.0,370.0,20,wearables
2505,21,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",855.0,1,20.0,750.0,16,
2506,3899,technology,905280.36,1,12.0,50000.0,32,hardware
2507,63,theater,3486.0,1,20.0,3000.0,30,plays
2508,5,theater,430.0,0,4.0,1866.19,30,immersive
2509,4,technology,64.0,0,20.0,30000.0,45,hardware
2510,6,technology,50.0,0,15.0,167319.21,60,sound
2511,3,technology,27.5,0,22.0,600.0,45,web
2512,229,technology,28722.0,1,26.0,10000.0,45,gadgets
2513,8,technology,830.0,0,20.0,15000.0,60,software
2514,7,technology,11542.0,0,12.0,117170.52,30,fabrication tools
2515,10,theater,270.0,0,6.0,900.0,33,musical
2516,0,technology,0.0,0,27.0,8700.0,30,software
2517,5,technology,112.0,0,5.0,75000.0,60,gadgets
2518,1259,technology,71605.0,1,14.0,65000.0,30,gadgets
2519,3,technology,12.29,0,18.0,13143.55,30,hardware
2520,79,technology,36772.0,0,17.0,210000.0,44,hardware
2521,80,technology,28875.0,1,9.0,10139.57,28,sound
2522,19,technology,3430.0,0,17.0,10082.58,60,sound
2523,68,technology,11216.0,1,14.0,10000.0,29,sound
2524,2,technology,2.0,0,24.0,500.0,14,web
2525,27,theater,32118.8,1,23.0,1277.28,50,experimental
2526,24,technology,719.0,0,3.0,1774.04,30,fabrication tools
2527,649,technology,80203.0,1,24.0,40000.0,30,gadgets
2528,204,technology,10236.0,0,26.0,28000.0,30,diy electronics
2529,34,theater,2500.0,1,12.0,1870.58,25,plays
2530,865,theater,61000.01,1,13.0,30000.0,30,musical
2531,77,technology,5178.0,0,16.0,51900.87,31,web
2532,27,theater,745.0,1,25.0,1092.49,9,festivals
2533,4,technology,29.0,0,15.0,2000.0,53,web
2534,23,technology,47755.71,0,12.0,26069.08,30,wearables
2535,3,technology,275.0,0,23.0,1000.0,27,software
2536,46,theater,12345.0,1,17.0,8423.57,32,immersive
2537,323,technology,51149.0,0,18.0,50000.0,59,wearables
2538,10,theater,791.0,1,20.0,500.0,21,plays
2539,2,technology,50.0,0,9.0,1000.0,30,flight
2540,96,technology,28986.16,0,20.0,35000.0,35,wearables
2541,20,theater,801.0,0,20.0,21399.07,60,musical
2542,48,theater,15700.0,1,21.0,1767.68,39,plays
2543,1,technology,50.0,0,17.0,250000.0,30,web
2544,10,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",1060.0,1,20.0,400.0,17,
2545,23,technology,1154.0,0,22.0,107000.0,30,gadgets
2546,36,theater,8722.0,1,22.0,8500.0,60,spaces
2547,267,technology,12042.0,1,17.0,5000.0,45,gadgets
2548,317,technology,110555.48,1,21.0,5800.83,34,software
2549,0,technology,0.0,0,20.0,10000.0,30,software
2550,26,theater,1256.29,1,12.0,749.62,45,festivals
2551,29,technology,3746.0,0,13.0,8000.0,54,diy electronics
2552,7,theater,121.0,0,21.0,6000.0,30,festivals
2553,111,theater,13748.0,1,16.0,12000.0,23,comedy
2554,60,technology,3221.0,1,23.0,2999.0,28,hardware
2555,10,technology,178.0,0,21.0,5165.42,30,web
2556,43,technology,6755.0,1,24.0,6500.0,39,gadgets
2557,63,theater,5086.0,1,18.0,4000.0,28,plays
2558,65,technology,2246.0,1,15.0,600.0,30,gadgets
2559,3956,technology,203169.0,1,8.0,20000.0,30,gadgets
2560,189,theater,5370.0,1,20.0,6654.02,30,immersive
2561,1,technology,1.0,0,18.0,6470.5,30,software
2562,1398,technology,436594.58,1,22.0,125000.0,45,hardware
2563,31,technology,7011.0,1,26.0,5000.0,45,hardware
2564,5,theater,270.0,0,26.0,8000.0,50,musical
2565,787,technology,196927.0,1,22.0,30000.0,30,hardware
2566,517,technology,102363.01,1,22.0,100000.0,30,hardware
2567,122,theater,28446.0,1,21.0,16000.0,31,immersive
2568,71,technology,22036.0,1,24.0,23231.02,30,wearables
2569,16,technology,1264.0,1,5.0,1215.0,35,wearables
2570,46,technology,3755.0,0,20.0,15000.0,60,hardware
2571,21,theater,1220.0,1,26.0,750.0,22,plays
2572,48,theater,3043.0,1,20.0,2500.0,30,musical
2573,305,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",20561.0,1,15.0,20000.0,16,
2574,45,theater,1557.0,1,22.0,2376.26,30,plays
2575,4,technology,120.0,0,14.0,7000.0,27,software
2576,24,technology,278.0,0,12.0,11166.77,30,web
2577,55,technology,6086.0,0,25.0,16603.86,21,flight
2578,27,theater,1050.0,1,23.0,1252.73,21,plays
2579,0,technology,0.0,0,13.0,60000.0,60,web
2580,40,technology,2572.0,1,17.0,2500.0,55,gadgets
2581,235,technology,26848.0,1,19.0,27921.26,46,wearables
2582,42,theater,4750.0,1,18.0,4750.0,30,festivals
2583,73,theater,36340.8,1,21.0,1833.12,39,musical
2584,0,technology,0.0,0,17.0,10000.0,54,web
2585,273,technology,39473.14,1,17.0,15000.0,33,hardware
2586,1218,technology,72398.0,1,22.0,3500.0,22,hardware
2587,133,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",6500.0,1,21.0,7674.13,23,
2588,1,technology,1.0,0,24.0,30000.0,40,hardware
2589,6,technology,6711.0,0,23.0,19601.6,60,fabrication tools
2590,1153,technology,104958.49,1,19.0,18626.64,30,robots
2591,405,technology,48627.0,1,20.0,5000.0,30,wearables
2592,23,theater,1545.0,1,22.0,1500.0,28,musical
2593,0,technology,0.0,0,24.0,1250.0,20,web
2594,818,technology,376185.6,1,22.0,10018.27,45,hardware
2595,802,technology,151193.1,1,9.0,25000.0,37,wearables
2596,49,technology,11046.0,1,10.0,10000.0,32,wearables
2597,14,technology,2459.0,1,21.0,1000.0,30,fabrication tools
2598,4,technology,160.0,1,20.0,1.12,30,wearables
2599,248,technology,4000709.0,1,19.0,7235.61,30,sound
2600,0,theater,0.0,0,21.0,25000.0,27,festivals
2601,30,technology,854.25,1,18.0,657.12,12,fabrication tools
2602,3,technology,32.0,0,15.0,20000.0,30,makerspaces
2603,1217,technology,166840.99,1,18.0,67863.78,30,hardware
2604,18,theater,2020.0,0,19.0,9000.0,30,experimental
2605,0,technology,0.0,0,21.0,352673.14,60,web
2606,20,theater,272.0,1,22.0,278.73,25,plays
2607,3,technology,21.0,0,20.0,21629.41,30,space exploration
2608,0,technology,0.0,0,18.0,5000.0,5,robots
2609,5,technology,194.0,0,8.0,1000.0,45,web
2610,23,technology,2787.0,0,22.0,12984.25,30,wearables
2611,3,theater,776.0,0,14.0,2000.0,56,musical
2612,2,technology,101.0,1,22.0,73.75,15,wearables
2613,922,technology,119743.29,1,13.0,7685.69,45,hardware
2614,689,technology,311198.0,1,24.0,56688.31,30,gadgets
2615,77,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",3120.0,1,21.0,2500.0,27,
2616,22,theater,890.0,0,21.0,5500.0,18,experimental
2617,1,theater,1.0,0,24.0,5000.0,30,plays
2618,1,technology,500.0,0,21.0,19854.27,30,software
2619,802,technology,61024.0,1,17.0,10000.0,35,hardware
2620,418,theater,52737.0,1,26.0,50000.0,32,spaces
2621,56,theater,4951.0,0,22.0,45000.0,30,plays
2622,583,technology,595932.0,1,7.0,37709.15,30,hardware
2623,34,technology,3056.0,0,21.0,47299.37,30,software
2624,93,technology,3418.0,1,19.0,600.0,30,gadgets
2625,11,technology,6428.0,0,20.0,250000.0,30,flight
2626,66,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",1861.75,1,21.0,1938.74,31,
2627,1259,technology,20112.0,1,24.0,3500.0,35,software
2628,19,technology,490.0,1,18.0,168.47,30,software
2629,52,theater,3320.0,1,19.0,3000.0,30,plays
2630,1,technology,10.0,0,20.0,38432.95,30,fabrication tools
2631,6,technology,2757.0,0,15.0,53388.0,30,hardware
2632,1,theater,50.0,0,18.0,3557.12,42,musical
2633,43,technology,4014.0,0,4.0,16000.0,29,software
2634,12,technology,822.0,0,16.0,10000.0,60,wearables
2635,0,theater,0.0,0,23.0,356.93,30,musical
2636,3,technology,3.0,0,7.0,1141.04,30,sound
2637,0,technology,0.0,0,10.0,49637.8,28,hardware
2638,15,technology,770.0,0,20.0,2000.0,30,software
2639,12,technology,533.0,0,24.0,115000.0,30,wearables
2640,12,theater,666.0,0,24.0,5912.24,30,festivals
2641,73,theater,1795.0,1,26.0,1981.35,60,immersive
2642,11,technology,220315.0,0,8.0,85437.6,60,hardware
2643,2190,technology,882692.3399999999,1,22.0,28000.0,57,gadgets
2644,204,technology,16936.0,1,25.0,15000.0,45,wearables
2645,84,technology,11500.0,1,24.0,9114.46,35,space exploration
2646,3,technology,33.0,0,22.0,1000.0,45,wearables
2647,123,technology,3571.0,0,20.0,25000.0,31,software
2648,14,theater,605.0,1,21.0,189.76,30,plays
2649,218,theater,20083.0,1,13.0,20000.0,35,musical
2650,5,technology,33.0,0,16.0,250000.0,45,flight
2651,0,technology,0.0,0,20.0,1000.0,30,software
2652,6,technology,82.0,0,20.0,300000.0,60,robots
2653,118,technology,8370.0,0,21.0,80000.0,30,wearables
2654,21,technology,2037.0,1,12.0,2333.2,39,gadgets
2655,100,technology,2616.0,0,7.0,30000.0,60,sound
2656,2,theater,6.0,0,12.0,3384.0,21,plays
2657,3,technology,161.0,0,19.0,41390.11,59,software
2658,104,technology,52595.29,0,23.0,84291.14,45,gadgets
2659,2,technology,11.0,0,12.0,11794.22,30,software
2660,81,theater,10241.0,1,24.0,10000.0,30,festivals
2661,43,technology,4482.0,0,20.0,200000.0,47,hardware
2662,563,technology,161413.0,1,11.0,10515.72,30,wearables
2663,16,theater,2100.0,1,17.0,2000.0,12,plays
2664,9,technology,1160.0,0,13.0,20000.0,31,wearables
2665,30,theater,2606.12,1,21.0,3225.81,28,musical
2666,953,technology,89195.0,1,19.0,20000.0,31,hardware
2667,3,theater,65.0,0,26.0,2000.0,60,plays
2668,50,theater,2500.0,1,22.0,2500.0,30,plays
2669,2,technology,36.0,0,18.0,65000.0,30,hardware
2670,6,technology,240.0,0,15.0,8838.25,30,wearables
2671,6297,technology,1021583.52,1,24.0,50000.0,44,gadgets
2672,143,technology,451604.0,1,14.0,25624.59,30,robots
2673,422,technology,50306.0,1,18.0,29675.0,35,gadgets
2674,136,technology,3340.0,1,15.0,2500.0,23,web
2675,1,theater,10.0,0,22.0,3500.0,29,plays
2676,9,theater,200.0,1,13.0,121.61,57,comedy
2677,1673,technology,200819.0,1,16.0,75000.0,30,gadgets
2678,532,technology,28830.0,1,19.0,9545.84,35,diy electronics
2679,103,technology,4525.0,1,22.0,935.0,30,gadgets
2680,250,technology,43049.77,1,23.0,32557.18,60,space exploration
2681,36,theater,1600.0,1,13.0,2498.29,30,musical
2682,76,technology,2702.0,1,24.0,900.0,10,hardware
2683,13,technology,4102.0,0,21.0,20000.0,30,web
2684,14,technology,19342.0,0,18.0,93593.91,30,fabrication tools
2685,34,theater,3383.0,1,17.0,3000.0,21,plays
2686,224,technology,12316.0,1,21.0,2500.0,29,software
2687,1,technology,50.0,0,22.0,229.0,30,software
2688,125,technology,5806.0,1,6.0,5000.0,35,gadgets
2689,85,technology,3538974.0,0,14.0,42293.73,35,sound
2690,1012,technology,13339.0,1,13.0,1000.0,35,gadgets
2691,0,technology,0.0,0,19.0,5000.0,30,fabrication tools
2692,10,technology,4085.0,0,20.0,100000.0,36,hardware
2693,6,technology,1258.0,1,13.0,592.12,30,robots
2694,12,technology,230.0,0,12.0,15000.0,30,wearables
2695,17,theater,12178.0,1,16.0,10000.0,29,plays
2696,292,technology,10001.0,1,19.0,3000.0,43,web
2697,313,technology,75585.0,1,14.0,70000.0,30,sound
2698,102,theater,7793.0,1,22.0,5000.0,31,experimental
2699,4,technology,137.0,0,21.0,4462.6,24,gadgets
2700,2,technology,2.0,0,19.0,2000.0,30,software
2701,184,technology,8363.0,1,21.0,2500.0,30,hardware
2702,30,theater,1500.0,1,27.0,1449.23,30,plays
2703,63,technology,2252.0,1,13.0,500.0,30,diy electronics
2704,4,theater,670.0,0,18.0,9140.29,30,festivals
2705,2,theater,2.2,0,18.0,1500.0,30,plays
2706,22,technology,10560.0,0,23.0,35000.0,51,sound
2707,159,theater,10258.0,1,26.0,13144.01,30,immersive
2708,7,technology,2420.0,0,21.0,12739.01,30,gadgets
2709,1,technology,50.0,0,21.0,12500.0,28,software
2710,0,technology,0.0,0,22.0,233.5,26,software
2711,0,technology,0.0,0,21.0,166991.37,30,web
2712,1,technology,20.0,0,18.0,15366.61,30,software
2713,3,technology,3.0,0,23.0,15000.0,30,wearables
2714,4,theater,91.0,0,19.0,6725.27,30,festivals
2715,5,theater,342.0,0,13.0,3500.0,30,comedy
2716,104,theater,5450.0,1,17.0,6389.98,29,experimental
2717,207,technology,25069.0,1,13.0,4000.0,38,wearables
2718,0,technology,0.0,0,21.0,5000.0,21,sound
2719,67,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",10196.5,1,25.0,10000.0,45,
2720,74,technology,8621.0,1,15.0,5000.0,29,gadgets
2721,982,technology,157571.5,1,22.0,23000.0,28,diy electronics
2722,100,technology,21214.0,0,20.0,457018.61,30,hardware
2723,134,technology,11087.0,1,23.0,10000.0,36,gadgets
2724,112,technology,17705.0,1,22.0,5000.0,30,wearables
2725,26,technology,630.0,0,9.0,10000.0,30,diy electronics
2726,28,technology,7459.0,0,20.0,5000.0,60,wearables
2727,42,theater,1150.0,1,22.0,1313.83,31,festivals
2728,110,theater,5351.0,1,21.0,5000.0,30,plays
2729,473,technology,22084.0,1,20.0,10000.0,30,gadgets
2730,0,technology,0.0,0,21.0,18000.0,30,web
2731,1,technology,1.0,0,23.0,300000.0,30,web
2732,1228,technology,162386.51,1,20.0,150000.0,30,hardware
2733,116,technology,23913.29,1,17.0,16291.89,30,gadgets
2734,120,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",7751.0,1,8.0,7500.0,31,
2735,2,technology,118.8,0,18.0,7845.6,30,web
2736,52,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",2265.0,1,22.0,2891.85,27,
2737,7,technology,250.0,0,25.0,2500.0,29,wearables
2738,0,technology,0.0,0,21.0,50000.0,30,robots
2739,228,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",10723.0,1,22.0,12842.92,30,
2740,15,theater,226.0,1,19.0,278.93,54,festivals
2741,2,technology,126.0,0,16.0,1103.67,30,web
2742,355,technology,115846.0,1,18.0,100000.0,30,hardware
2743,0,technology,0.0,0,20.0,5000.0,30,software
2744,189,technology,5496.0,1,20.0,5000.0,15,gadgets
2745,12,technology,2308.0,0,9.0,6470.82,42,gadgets
2746,5,technology,591.0,1,23.0,369.52,25,robots
2747,205,technology,123561.2,1,21.0,3826.16,39,wearables
2748,1,theater,1.0,0,11.0,7500.0,14,plays
2749,6,technology,57.0,0,9.0,10000.0,30,wearables
2750,3,theater,151.0,0,16.0,75000.0,53,spaces
2751,585,technology,32737.0,1,20.0,20789.88,30,hardware
2752,9,theater,2635.0,1,25.0,1800.0,3,plays
2753,11,technology,2622.0,0,23.0,750000.0,7,space exploration
2754,110,theater,20120.0,1,22.0,20000.0,30,plays
2755,24,technology,46330.25,0,18.0,22520.17,35,sound
2756,7,technology,118.0,0,25.0,2200.0,30,space exploration
2757,3,technology,9.0,0,4.0,8000.0,33,wearables
2758,1,technology,1.32,0,18.0,7278.42,30,web
2759,490,technology,169480.43,1,18.0,120000.0,45,sound
2760,184,theater,8277.0,1,15.0,9828.42,29,experimental
2761,44,theater,5601.0,1,23.0,5000.0,28,plays
2762,25,technology,7347.0,0,22.0,40000.0,60,wearables
2763,1,theater,10.0,0,17.0,1011.9,17,immersive
2764,92,technology,83477.0,1,20.0,7739.18,60,gadgets
2765,55,theater,1738.0,1,25.0,100.0,32,immersive
2766,0,technology,0.0,0,14.0,43889.23,29,software
2767,4,technology,28.0,0,19.0,5000.0,30,software
2768,1,technology,1.0,0,21.0,2000.0,60,web
2769,69,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",2435.0,1,19.0,2200.0,30,
2770,0,theater,0.0,0,9.0,50000.0,30,musical
2771,0,technology,0.0,0,22.0,100000.0,60,software
2772,9,technology,53.0,0,19.0,1277.5,30,robots
2773,1,technology,21.0,0,3.0,157470.19,10,web
2774,126,theater,5285.0,1,20.0,5000.0,25,plays
2775,10367,technology,1275000.0,1,19.0,10000.0,52,hardware
2776,59,theater,2410.0,1,17.0,2000.0,30,plays
2777,50,theater,10034.0,1,19.0,10000.0,30,musical
2778,184,technology,9821.0,1,23.0,2916.28,36,hardware
2779,150,technology,4568.0,1,21.0,1110.86,30,gadgets
2780,17,theater,560.0,1,20.0,645.68,35,festivals
2781,291,theater,20968.76,1,19.0,20000.0,23,immersive
2782,278,technology,41229.0,1,21.0,25000.0,30,wearables
2783,36,technology,4757.0,1,17.0,2000.0,10,hardware
2784,58,technology,3956.0,1,20.0,1000.0,15,diy electronics
2785,154,technology,21538.0,1,14.0,15000.0,14,sound
2786,5,technology,23.0,0,19.0,2000.0,60,web
2787,218,technology,25226.0,0,16.0,50000.0,31,robots
2788,11,theater,770.0,1,23.0,659.89,30,plays
2789,9,technology,400.0,0,23.0,50000.0,30,software
2790,290,technology,50431.0,1,11.0,25000.0,45,gadgets
2791,32,technology,123350.0,1,20.0,12756.97,45,sound
2792,0,technology,0.0,0,19.0,75000.0,45,web
2793,2098,technology,252618.0,1,20.0,10000.0,30,hardware
2794,6,technology,213.0,0,20.0,50000.0,35,robots
2795,88,technology,5350.0,1,22.0,4200.0,60,software
2796,90,technology,8632.0,0,20.0,25000.0,28,wearables
2797,850,technology,42201.0,1,20.0,1000.0,30,hardware
2798,1,technology,10.0,0,12.0,500.0,60,robots
2799,362,technology,15122.0,1,6.0,5000.0,40,gadgets
2800,1241,technology,48402.0,1,23.0,5000.0,46,gadgets
2801,72,theater,4015.0,1,9.0,3000.0,32,immersive
2802,198,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",16301.0,1,11.0,15000.0,39,
2803,15,technology,500.29,0,23.0,3827.56,30,web
2804,5,technology,44.0,0,18.0,25000.0,60,software
2805,642,technology,18240.0,1,21.0,4465.3,48,gadgets
2806,3,technology,1001.0,1,16.0,500.0,7,web
2807,8,technology,107.0,0,19.0,250000.0,60,software
2808,49,theater,3605.0,1,18.0,3000.0,13,plays
2809,4010,technology,354115.22,1,24.0,100000.0,45,hardware
2810,6,theater,96.0,0,6.0,5000.0,60,experimental
2811,2,technology,11.0,0,28.0,25000.0,30,software
2812,78,technology,4464.0,0,22.0,8688.42,30,diy electronics
2813,6,technology,152.0,0,20.0,2568.28,30,hardware
2814,213,technology,11228.0,1,22.0,10000.0,30,gadgets
2815,17,technology,452.0,0,22.0,2792.92,30,software
2816,206,technology,114412.0,1,15.0,6387.2,30,wearables
2817,34,theater,1625.0,1,18.0,1877.39,26,festivals
2818,43,technology,2744.0,1,18.0,500.0,44,hardware
2819,1,technology,45.0,0,22.0,50000.0,30,wearables
2820,1309,technology,370303.0,1,23.0,5000.0,30,diy electronics
2821,5,theater,195.0,0,14.0,6000.0,32,plays
2822,140,theater,26175.0,1,20.0,25000.0,27,musical
2823,212,technology,25336.0,1,13.0,25000.0,36,web
2824,30,technology,29482.0,1,14.0,1000.0,29,hardware
2825,1,technology,10.0,0,18.0,20000.0,60,software
2826,13,theater,666.0,1,12.0,438.49,22,plays
2827,20,theater,2210.0,1,22.0,3672.6,60,plays
2828,13,technology,1399.0,0,18.0,10499.0,30,software
2829,1,theater,5.0,0,25.0,5000.0,26,experimental
2830,8,technology,1628.0,0,19.0,5000.0,30,gadgets
2831,316,technology,71505.0,0,17.0,100000.0,31,wearables
2832,4,technology,12.0,0,22.0,8459.63,50,software
2833,1,technology,1.0,0,18.0,20724.76,30,web
2834,128,technology,22562.0,1,17.0,20000.0,30,gadgets
2835,911,technology,23557.0,1,25.0,3384.45,30,gadgets
2836,3,technology,12.0,0,23.0,49458.88,30,web
2837,1,technology,1.0,0,20.0,75999.72,30,robots
2838,66,"theater"",""position"":15,""color"":16743775,""urls"":{""web"":{""discover"":""http:",3213.0,1,15.0,3000.0,17,
2839,1,technology,1.0,0,22.0,15000.0,60,gadgets
2840,1065,technology,181689.0,1,23.0,50000.0,30,gadgets
2841,8,technology,550.0,0,24.0,22898.15,45,web
2842,44,technology,14714.0,0,25.0,171084.06,38,wearables
2843,3,technology,6.0,0,18.0,5562.26,60,flight
2844,96,technology,12218.0,1,8.0,4687.78,30,diy electronics
2845,17,technology,2078.0,0,26.0,15370.03,25,diy electronics
2846,0,technology,0.0,0,17.0,57418.83,60,makerspaces
2847,71,theater,6658.0,1,18.0,6000.0,30,musical
2848,838,technology,35825.0,1,3.0,10000.0,42,gadgets
2849,51,technology,3167.99,0,21.0,30000.0,30,wearables
2850,1,technology,1.0,0,18.0,10000.0,40,software
2851,2,technology,5.0,0,24.0,5900.28,30,web
2852,3,technology,3.0,0,5.0,6500.0,30,gadgets
2853,105,theater,6559.0,1,18.0,6000.0,8,musical
2854,36,theater,1075.0,1,22.0,1268.32,29,musical
2855,1165,technology,79962.0,1,17.0,65958.45,28,sound
2856,174,technology,15032.0,0,22.0,239827.53,31,hardware
2857,2,technology,101.0,0,21.0,5000.0,29,web
2858,3,technology,280.0,0,20.0,50000.0,30,wearables
2859,2548,technology,113640.61,1,20.0,30000.0,30,software
2860,1,theater,100.0,0,22.0,21044.33,30,musical
2861,363,theater,22380.03,1,17.0,20000.0,32,festivals
2862,5,theater,91.0,0,20.0,1949.06,30,festivals
2863,1,technology,5.0,0,24.0,17000.0,40,software
2864,25,technology,14409.0,1,18.0,7500.0,30,gadgets
2865,31,technology,6725.77,1,19.0,3738.2,30,hardware
2866,117,theater,23201.0,1,20.0,20000.0,60,musical
2867,48,technology,5075.0,1,20.0,2500.0,30,web
2868,0,technology,0.0,0,21.0,7107.4,25,web
2869,3,technology,3.0,0,25.0,125000.0,30,sound
2870,0,technology,0.0,0,3.0,20000.0,30,software
2871,16,technology,180.0,0,17.0,341489.24,60,web
2872,3,technology,21.0,0,20.0,1800.0,25,robots
2873,42,technology,2078.0,1,18.0,1940.33,30,hardware
2874,6,technology,717.17,0,19.0,3285.38,60,software
2875,1,technology,15.0,0,20.0,21793.21,45,web
2876,21,theater,1250.0,1,24.0,1838.42,30,plays
2877,769,technology,51564.0,1,13.0,30000.0,40,hardware
2878,658,technology,25832.69,1,23.0,4000.0,30,gadgets
